RecordNumber,SourceName,TaskCategory,EventCode,EventType,cluster
45266,Schannel,23,36874,2,0
45265,Schannel,23,36874,2,0
45264,Schannel,23,36874,2,0
45263,Schannel,23,36874,2,0
45262,Schannel,23,36874,2,0
45261,Schannel,23,36874,2,0
45260,Schannel,23,36874,2,0
45259,Schannel,23,36874,2,0
45258,Schannel,23,36874,2,0
45257,Schannel,23,36874,2,0
45256,Schannel,23,36874,2,0
45255,Schannel,23,36874,2,0
45254,Schannel,23,36874,2,0
45253,Schannel,23,36874,2,0
45252,Schannel,23,36874,2,0
45251,Schannel,23,36874,2,0
45250,Schannel,23,36874,2,0
45249,Schannel,23,36874,2,0
45248,Schannel,23,36874,2,0
45247,Schannel,23,36874,2,0
45246,Schannel,23,36874,2,0
45245,Schannel,23,36874,2,0
45244,Schannel,23,36874,2,0
45243,Schannel,23,36874,2,0
45242,Schannel,23,36874,2,0
45241,Schannel,23,36874,2,0
45240,Schannel,23,36874,2,0
45239,Schannel,23,36874,2,0
45238,Schannel,23,36874,2,0
45237,Schannel,23,36874,2,0
45236,Schannel,23,36874,2,0
45235,Schannel,23,36874,2,0
45234,Schannel,23,36874,2,0
45233,Schannel,23,36874,2,0
45232,Schannel,23,36874,2,0
45231,Schannel,23,36874,2,0
45230,Schannel,23,36874,2,0
45229,Schannel,23,36874,2,0
45228,Schannel,23,36874,2,0
45227,Schannel,23,36874,2,0
45226,Schannel,23,36874,2,0
45225,Schannel,23,36874,2,0
45224,Schannel,23,36874,2,0
45223,Schannel,23,36874,2,0
45222,Schannel,23,36874,2,0
45221,Schannel,23,36874,2,0
45220,Schannel,23,36874,2,0
45219,Schannel,23,36874,2,0
45218,Schannel,23,36874,2,0
45217,Schannel,23,36874,2,0
45216,Schannel,23,36874,2,0
45215,Schannel,23,36874,2,0
45214,Schannel,23,36874,2,0
45213,Schannel,23,36874,2,0
45212,Schannel,23,36874,2,0
45211,Schannel,23,36874,2,0
45210,Schannel,23,36874,2,0
45209,Schannel,23,36874,2,0
45208,Schannel,23,36874,2,0
45207,Schannel,23,36874,2,0
45206,Schannel,23,36874,2,0
45205,Schannel,23,36874,2,0
45204,Schannel,23,36874,2,0
45203,Schannel,23,36874,2,0
45202,Schannel,23,36874,2,0
45201,Schannel,23,36874,2,0
45200,Schannel,23,36874,2,0
45199,Schannel,23,36874,2,0
45198,Schannel,23,36874,2,0
45197,Schannel,23,36874,2,0
45196,Schannel,23,36874,2,0
45195,Schannel,23,36874,2,0
45194,Schannel,23,36874,2,0
45193,Schannel,23,36874,2,0
45192,Schannel,23,36874,2,0
45191,Schannel,23,36874,2,0
45190,Schannel,23,36874,2,0
45189,Schannel,23,36874,2,0
45188,Schannel,23,36874,2,0
45187,Schannel,23,36874,2,0
45186,Schannel,23,36874,2,0
45185,Schannel,23,36874,2,0
45184,Schannel,23,36874,2,0
45183,Schannel,23,36874,2,0
45182,Schannel,23,36874,2,0
45181,Schannel,23,36874,2,0
45180,Schannel,23,36874,2,0
45179,Schannel,23,36874,2,0
45178,Schannel,23,36874,2,0
45177,Schannel,23,36874,2,0
45176,Schannel,23,36874,2,0
45175,Schannel,23,36874,2,0
45174,Schannel,23,36874,2,0
45173,Schannel,23,36874,2,0
45172,Schannel,23,36874,2,0
45171,Schannel,23,36874,2,0
45170,Schannel,23,36874,2,0
45169,Schannel,23,36874,2,0
45168,Schannel,23,36874,2,0
45167,Schannel,23,36874,2,0
45166,Schannel,23,36874,2,0
45165,Schannel,23,36874,2,0
45164,Schannel,23,36874,2,0
45163,Schannel,23,36874,2,0
45162,Schannel,23,36874,2,0
45161,Schannel,23,36874,2,0
45160,Schannel,23,36874,2,0
45159,Schannel,23,36874,2,0
45158,Schannel,23,36874,2,0
45157,Schannel,23,36874,2,0
45156,Schannel,23,36874,2,0
45155,Schannel,23,36874,2,0
45154,Schannel,23,36874,2,0
45153,Schannel,23,36874,2,0
45152,Schannel,23,36874,2,0
45151,Schannel,23,36874,2,0
45150,Schannel,23,36874,2,0
45149,Schannel,23,36874,2,0
45148,Schannel,23,36874,2,0
45147,Schannel,23,36874,2,0
45146,Schannel,23,36874,2,0
45145,Schannel,23,36874,2,0
45144,Schannel,23,36874,2,0
45143,Schannel,23,36874,2,0
45142,Schannel,23,36874,2,0
45141,Schannel,23,36874,2,0
45140,Schannel,23,36874,2,0
45139,Schannel,23,36874,2,0
45138,Schannel,23,36874,2,0
45137,Schannel,23,36874,2,0
45136,Schannel,23,36874,2,0
45135,Schannel,23,36874,2,0
45134,Schannel,23,36874,2,0
45133,Schannel,23,36874,2,0
45132,Schannel,23,36874,2,0
45131,Schannel,23,36874,2,0
45130,Schannel,23,36874,2,0
45129,Schannel,23,36874,2,0
45128,Schannel,23,36874,2,0
45127,Schannel,23,36874,2,0
45126,Schannel,23,36874,2,0
45125,Schannel,23,36874,2,0
45124,Schannel,23,36874,2,0
45123,Schannel,23,36874,2,0
45122,Schannel,23,36874,2,0
45121,Schannel,23,36874,2,0
45120,Schannel,23,36874,2,0
45119,Schannel,23,36874,2,0
45118,Schannel,23,36874,2,0
45117,Schannel,23,36874,2,0
45116,Schannel,23,36874,2,0
45115,Schannel,23,36874,2,0
45114,Schannel,23,36874,2,0
45113,Schannel,23,36874,2,0
45112,Schannel,23,36874,2,0
45111,Schannel,23,36874,2,0
45110,Schannel,23,36874,2,0
45109,Schannel,23,36874,2,0
45108,Schannel,23,36874,2,0
45107,Schannel,23,36874,2,0
45106,Schannel,23,36874,2,0
45105,Schannel,23,36874,2,0
45104,Schannel,23,36874,2,0
45103,Schannel,23,36874,2,0
45102,Schannel,23,36874,2,0
45101,Schannel,23,36874,2,0
45100,Schannel,23,36874,2,0
45099,Schannel,23,36874,2,0
45098,Schannel,23,36874,2,0
45097,Schannel,23,36874,2,0
45096,Schannel,23,36874,2,0
45095,Schannel,23,36874,2,0
45094,Schannel,23,36874,2,0
45093,Schannel,23,36874,2,0
45092,Schannel,23,36874,2,0
45091,Schannel,23,36874,2,0
45090,Schannel,23,36874,2,0
45089,Schannel,23,36874,2,0
45088,Schannel,23,36874,2,0
45087,Schannel,23,36874,2,0
45086,Schannel,23,36874,2,0
45085,Schannel,23,36874,2,0
45084,Schannel,23,36874,2,0
45083,Schannel,23,36874,2,0
45082,Schannel,23,36874,2,0
45081,Schannel,23,36874,2,0
45080,Schannel,23,36874,2,0
45079,Schannel,23,36874,2,0
45078,Schannel,23,36874,2,0
45077,Schannel,23,36874,2,0
45076,Schannel,23,36874,2,0
45075,Schannel,23,36874,2,0
45074,Schannel,23,36874,2,0
45073,Schannel,23,36874,2,0
45072,Schannel,23,36874,2,0
45071,Schannel,23,36874,2,0
45070,Schannel,23,36874,2,0
45069,Schannel,23,36874,2,0
45068,Schannel,23,36874,2,0
45067,Schannel,23,36874,2,0
45066,Schannel,23,36874,2,0
45065,Schannel,23,36874,2,0
45064,Schannel,23,36874,2,0
45063,Schannel,23,36874,2,0
45062,Schannel,23,36874,2,0
45061,Schannel,23,36874,2,0
45060,Schannel,23,36874,2,0
45059,Schannel,23,36874,2,0
45058,Schannel,23,36874,2,0
45057,Schannel,23,36874,2,0
45056,Schannel,23,36874,2,0
45055,Schannel,23,36874,2,0
45054,Schannel,23,36874,2,0
45053,Schannel,23,36874,2,0
45052,Schannel,23,36874,2,0
45051,Schannel,23,36874,2,0
45050,Schannel,23,36874,2,0
45049,Schannel,23,36874,2,0
45048,Schannel,23,36874,2,0
45047,Schannel,23,36874,2,0
45046,Schannel,23,36874,2,0
45045,Schannel,23,36874,2,0
45044,Schannel,23,36874,2,0
45043,Schannel,23,36874,2,0
45042,Schannel,23,36874,2,0
45041,Schannel,23,36874,2,0
45040,Schannel,23,36874,2,0
45039,Schannel,23,36874,2,0
45038,Schannel,23,36874,2,0
45037,Schannel,23,36874,2,0
45036,Schannel,23,36874,2,0
45035,Schannel,23,36874,2,0
45034,Schannel,23,36874,2,0
45033,Schannel,23,36874,2,0
45032,Schannel,23,36874,2,0
45031,Schannel,23,36874,2,0
45030,Schannel,23,36874,2,0
45029,Schannel,23,36874,2,0
45028,Schannel,23,36874,2,0
45027,Schannel,23,36874,2,0
45026,Schannel,23,36874,2,0
45025,Schannel,23,36874,2,0
45024,Schannel,23,36874,2,0
45023,Schannel,23,36874,2,0
45022,Schannel,23,36874,2,0
45021,Schannel,23,36874,2,0
45020,Schannel,23,36874,2,0
45019,Schannel,23,36874,2,0
45018,Schannel,23,36874,2,0
45017,Schannel,23,36874,2,0
45016,Schannel,23,36874,2,0
45015,Schannel,23,36874,2,0
45014,Schannel,23,36874,2,0
45013,Schannel,23,36874,2,0
45012,Schannel,23,36874,2,0
45011,Schannel,23,36874,2,0
45010,Schannel,23,36874,2,0
45009,Schannel,23,36874,2,0
45008,Schannel,23,36874,2,0
45007,Schannel,23,36874,2,0
45006,Schannel,23,36874,2,0
45005,Schannel,23,36874,2,0
45004,Schannel,23,36874,2,0
45003,Schannel,23,36874,2,0
45002,Schannel,23,36874,2,0
45001,Schannel,23,36874,2,0
45000,Schannel,23,36874,2,0
44999,Schannel,23,36874,2,0
44998,Schannel,23,36874,2,0
44997,Schannel,23,36874,2,0
44996,Schannel,23,36874,2,0
44995,Schannel,23,36874,2,0
44994,Schannel,23,36874,2,0
44993,Schannel,23,36874,2,0
44992,Schannel,23,36874,2,0
44991,Schannel,23,36874,2,0
44990,Schannel,23,36874,2,0
44989,Schannel,23,36874,2,0
44988,Schannel,23,36874,2,0
44987,Schannel,23,36874,2,0
44986,Schannel,23,36874,2,0
44985,Schannel,23,36874,2,0
44984,Schannel,23,36874,2,0
44983,Schannel,23,36874,2,0
44982,Schannel,23,36874,2,0
44981,Schannel,23,36874,2,0
44980,Schannel,23,36874,2,0
44979,Schannel,23,36874,2,0
44978,Schannel,23,36874,2,0
44977,Schannel,23,36874,2,0
44976,Schannel,23,36874,2,0
44975,Schannel,23,36874,2,0
44974,Schannel,23,36874,2,0
44973,Schannel,23,36874,2,0
44972,Schannel,23,36874,2,0
44971,Schannel,23,36874,2,0
44970,Schannel,23,36874,2,0
44969,Schannel,23,36874,2,0
44968,Schannel,23,36874,2,0
44967,Schannel,23,36874,2,0
44966,Schannel,23,36874,2,0
44965,Schannel,23,36874,2,0
44964,Schannel,23,36874,2,0
44963,Schannel,23,36874,2,0
44962,Schannel,23,36874,2,0
44961,Schannel,23,36874,2,0
44960,Schannel,23,36874,2,0
44959,Schannel,23,36874,2,0
44958,Schannel,23,36874,2,0
44957,Schannel,23,36874,2,0
44956,Schannel,23,36874,2,0
44955,Schannel,23,36874,2,0
44954,Schannel,23,36874,2,0
44953,Schannel,23,36874,2,0
44952,Schannel,23,36874,2,0
44951,Schannel,23,36874,2,0
44950,Schannel,23,36874,2,0
44949,Schannel,23,36874,2,0
44948,Schannel,23,36874,2,0
44947,Schannel,23,36874,2,0
44946,Schannel,23,36874,2,0
44945,Schannel,23,36874,2,0
44944,Schannel,23,36874,2,0
44943,Schannel,23,36874,2,0
44942,Schannel,23,36874,2,0
44941,Schannel,23,36874,2,0
44940,Schannel,23,36874,2,0
44939,Schannel,23,36874,2,0
44938,Schannel,23,36874,2,0
44937,Schannel,23,36874,2,0
44936,Schannel,23,36874,2,0
44935,Schannel,23,36874,2,0
44934,Schannel,23,36874,2,0
44933,Schannel,23,36874,2,0
44932,Schannel,23,36874,2,0
44931,Schannel,23,36874,2,0
44930,Schannel,23,36874,2,0
44929,Schannel,23,36874,2,0
44928,Schannel,23,36874,2,0
44927,Schannel,23,36874,2,0
44926,Schannel,23,36874,2,0
44925,Schannel,23,36874,2,0
44924,Schannel,23,36874,2,0
44923,Schannel,23,36874,2,0
44922,Schannel,23,36874,2,0
44921,Schannel,23,36874,2,0
44920,Schannel,23,36874,2,0
44919,Schannel,23,36874,2,0
44918,Schannel,23,36874,2,0
44917,Schannel,23,36874,2,0
44916,Schannel,23,36874,2,0
44915,Schannel,23,36874,2,0
44914,Schannel,23,36874,2,0
44913,Schannel,23,36874,2,0
44912,Schannel,23,36874,2,0
44911,Schannel,23,36874,2,0
44910,Schannel,23,36874,2,0
44909,Schannel,23,36874,2,0
44908,Schannel,23,36874,2,0
44907,Schannel,23,36874,2,0
44906,Schannel,23,36874,2,0
44905,Schannel,23,36874,2,0
44904,Schannel,23,36874,2,0
44903,Schannel,23,36874,2,0
44902,Schannel,23,36874,2,0
44901,Schannel,23,36874,2,0
44900,Schannel,23,36874,2,0
44899,Schannel,23,36874,2,0
44898,Schannel,23,36874,2,0
44897,Schannel,23,36874,2,0
44896,Schannel,23,36874,2,0
44895,Schannel,23,36874,2,0
44894,Schannel,23,36874,2,0
44893,Schannel,23,36874,2,0
44892,Schannel,23,36874,2,0
44891,Schannel,23,36874,2,0
44890,Schannel,23,36874,2,0
44889,Schannel,23,36874,2,0
44888,Schannel,23,36874,2,0
44887,Schannel,23,36874,2,0
44886,Schannel,23,36874,2,0
44885,Schannel,23,36874,2,0
44884,Schannel,23,36874,2,0
44883,Schannel,23,36874,2,0
44882,Schannel,23,36874,2,0
44881,Schannel,23,36874,2,0
44880,Schannel,23,36874,2,0
44879,Schannel,23,36874,2,0
44878,Schannel,23,36874,2,0
44877,Schannel,23,36874,2,0
44876,Schannel,23,36874,2,0
44875,Schannel,23,36874,2,0
44874,Schannel,23,36874,2,0
44873,Schannel,23,36874,2,0
44872,Schannel,23,36874,2,0
44871,Schannel,23,36874,2,0
44870,Schannel,23,36874,2,0
44869,Schannel,23,36874,2,0
44868,Schannel,23,36874,2,0
44867,Schannel,23,36874,2,0
44866,Schannel,23,36874,2,0
44865,Schannel,23,36874,2,0
44864,Schannel,23,36874,2,0
44863,Schannel,23,36874,2,0
44862,Schannel,23,36874,2,0
44861,Schannel,23,36874,2,0
44860,Schannel,23,36874,2,0
44859,Schannel,23,36874,2,0
44858,Schannel,23,36874,2,0
44857,Schannel,23,36874,2,0
44856,Schannel,23,36874,2,0
44855,Schannel,23,36874,2,0
44854,Schannel,23,36874,2,0
44853,Schannel,23,36874,2,0
44852,Schannel,23,36874,2,0
44851,Schannel,23,36874,2,0
44850,Schannel,23,36874,2,0
44849,Schannel,23,36874,2,0
44848,Schannel,23,36874,2,0
44847,Schannel,23,36874,2,0
44846,Schannel,23,36874,2,0
44845,Schannel,23,36874,2,0
44844,Schannel,23,36874,2,0
44843,Schannel,23,36874,2,0
44842,Schannel,23,36874,2,0
44841,Schannel,23,36874,2,0
44840,Schannel,23,36874,2,0
44839,Schannel,23,36874,2,0
44838,Schannel,23,36874,2,0
44837,Schannel,23,36874,2,0
44836,Schannel,23,36874,2,0
44835,Schannel,23,36874,2,0
44834,Schannel,23,36874,2,0
44833,Schannel,23,36874,2,0
44832,Schannel,23,36874,2,0
44831,Schannel,23,36874,2,0
44830,Schannel,23,36874,2,0
44829,Schannel,23,36874,2,0
44828,Schannel,23,36874,2,0
44827,Schannel,23,36874,2,0
44826,Schannel,23,36874,2,0
44825,Schannel,23,36874,2,0
44824,Schannel,23,36874,2,0
44823,Schannel,23,36874,2,0
44822,Schannel,23,36874,2,0
44821,Schannel,23,36874,2,0
44820,Schannel,23,36874,2,0
44819,Schannel,23,36874,2,0
44818,Schannel,23,36874,2,0
44817,Schannel,23,36874,2,0
44816,Schannel,23,36874,2,0
44815,Schannel,23,36874,2,0
44814,Schannel,23,36874,2,0
44813,Schannel,23,36874,2,0
44812,Schannel,23,36874,2,0
44811,Schannel,23,36874,2,0
44810,Schannel,23,36874,2,0
44809,Schannel,23,36874,2,0
44808,Schannel,23,36874,2,0
44807,Schannel,23,36874,2,0
44806,Schannel,23,36874,2,0
44805,Schannel,23,36874,2,0
44804,Schannel,23,36874,2,0
44803,Schannel,23,36874,2,0
44802,Schannel,23,36874,2,0
44801,Schannel,23,36874,2,0
44800,Schannel,23,36874,2,0
44799,Schannel,23,36874,2,0
44798,Schannel,23,36874,2,0
44797,Schannel,23,36874,2,0
44796,Schannel,23,36874,2,0
44795,Schannel,23,36874,2,0
44794,Schannel,23,36874,2,0
44793,Schannel,23,36874,2,0
44792,Schannel,23,36874,2,0
44791,Schannel,23,36874,2,0
44790,Schannel,23,36874,2,0
44789,Schannel,23,36874,2,0
44788,Schannel,23,36874,2,0
44787,Schannel,23,36874,2,0
44786,Schannel,23,36874,2,0
44785,Schannel,23,36874,2,0
44784,Schannel,23,36874,2,0
44783,Schannel,23,36874,2,0
44782,Schannel,23,36874,2,0
44781,Schannel,23,36874,2,0
44780,Schannel,23,36874,2,0
44779,Schannel,23,36874,2,0
44778,Schannel,23,36874,2,0
44777,Schannel,23,36874,2,0
44776,Schannel,23,36874,2,0
44775,Schannel,23,36874,2,0
44774,Schannel,23,36874,2,0
44773,Schannel,23,36874,2,0
44772,Schannel,23,36874,2,0
44771,Schannel,23,36874,2,0
44770,Schannel,23,36874,2,0
44769,Schannel,23,36874,2,0
44768,Schannel,23,36874,2,0
44767,Schannel,23,36874,2,0
44766,Schannel,23,36874,2,0
44765,Schannel,23,36874,2,0
44764,Schannel,23,36874,2,0
44763,Schannel,23,36874,2,0
44762,Schannel,23,36874,2,0
44761,Schannel,23,36874,2,0
44760,Schannel,23,36874,2,0
44759,Schannel,23,36874,2,0
44758,Schannel,23,36874,2,0
44757,Schannel,23,36874,2,0
44756,Schannel,23,36874,2,0
44755,Schannel,23,36874,2,0
44754,Schannel,23,36874,2,0
44753,Schannel,23,36874,2,0
44752,Schannel,23,36874,2,0
44751,Schannel,23,36874,2,0
44750,Schannel,23,36874,2,0
44749,Schannel,23,36874,2,0
44748,Schannel,23,36874,2,0
44747,Schannel,23,36874,2,0
44746,Schannel,23,36874,2,0
44745,Schannel,23,36874,2,0
44744,Schannel,23,36874,2,0
44743,Schannel,23,36874,2,0
44742,Schannel,23,36874,2,0
44741,Schannel,23,36874,2,0
44740,Schannel,23,36874,2,0
44739,Schannel,23,36874,2,0
44738,Schannel,23,36874,2,0
44737,Schannel,23,36874,2,0
44736,Schannel,23,36874,2,0
44735,Schannel,23,36874,2,0
44734,Schannel,23,36874,2,0
44733,Schannel,23,36874,2,0
44732,Schannel,23,36874,2,0
44731,Schannel,23,36874,2,0
44730,Schannel,23,36874,2,0
44729,Schannel,23,36874,2,0
44728,Schannel,23,36874,2,0
44727,Schannel,23,36874,2,0
44726,Schannel,23,36874,2,0
44725,Schannel,23,36874,2,0
44724,Schannel,23,36874,2,0
44723,Schannel,23,36874,2,0
44722,Schannel,23,36874,2,0
44721,Schannel,23,36874,2,0
44720,Schannel,23,36874,2,0
44719,Schannel,23,36874,2,0
44718,Schannel,23,36874,2,0
44717,Schannel,23,36874,2,0
44716,Schannel,23,36874,2,0
44715,Schannel,23,36874,2,0
44714,Schannel,23,36874,2,0
44713,Schannel,23,36874,2,0
44712,Schannel,23,36874,2,0
44711,Schannel,23,36874,2,0
44710,Schannel,23,36874,2,0
44709,Schannel,23,36874,2,0
44708,Schannel,23,36874,2,0
44707,Schannel,23,36874,2,0
44706,Schannel,23,36874,2,0
44705,Schannel,23,36874,2,0
44704,Schannel,23,36874,2,0
44703,Schannel,23,36874,2,0
44702,Schannel,23,36874,2,0
44701,Schannel,23,36874,2,0
44700,Schannel,23,36874,2,0
44699,Schannel,23,36874,2,0
44698,Schannel,23,36874,2,0
44697,Schannel,23,36874,2,0
44696,Schannel,23,36874,2,0
44695,Schannel,23,36874,2,0
44694,Schannel,23,36874,2,0
44693,Schannel,23,36874,2,0
44692,Schannel,23,36874,2,0
44691,Schannel,23,36874,2,0
44690,Schannel,23,36874,2,0
44689,Schannel,23,36874,2,0
44688,Schannel,23,36874,2,0
44687,Schannel,23,36874,2,0
44686,Schannel,23,36874,2,0
44685,Schannel,23,36874,2,0
44684,Schannel,23,36874,2,0
44683,Schannel,23,36874,2,0
44682,Schannel,23,36874,2,0
44681,Schannel,23,36874,2,0
44680,Schannel,23,36874,2,0
44679,Schannel,23,36874,2,0
44678,Schannel,23,36874,2,0
44677,Schannel,23,36874,2,0
44676,Schannel,23,36874,2,0
44675,Schannel,23,36874,2,0
44674,Schannel,23,36874,2,0
44673,Schannel,23,36874,2,0
44672,Schannel,23,36874,2,0
44671,Schannel,23,36874,2,0
44670,Schannel,23,36874,2,0
44669,Schannel,23,36874,2,0
44668,Schannel,23,36874,2,0
44667,Schannel,23,36874,2,0
44666,Schannel,23,36874,2,0
44665,Schannel,23,36874,2,0
44664,Schannel,23,36874,2,0
44663,Schannel,23,36874,2,0
44662,Schannel,23,36874,2,0
44661,Schannel,23,36874,2,0
44660,Schannel,23,36874,2,0
44659,Schannel,23,36874,2,0
44658,Schannel,23,36874,2,0
44657,Schannel,23,36874,2,0
44656,Schannel,23,36874,2,0
44655,Schannel,23,36874,2,0
44654,Schannel,23,36874,2,0
44653,Schannel,23,36874,2,0
44652,Schannel,23,36874,2,0
44651,Schannel,23,36874,2,0
44650,Schannel,23,36874,2,0
44649,Schannel,23,36874,2,0
44648,Schannel,23,36874,2,0
44647,Schannel,23,36874,2,0
44646,Schannel,23,36874,2,0
44645,Schannel,23,36874,2,0
44644,Schannel,23,36874,2,0
44643,Schannel,23,36874,2,0
44642,Schannel,23,36874,2,0
44641,Schannel,23,36874,2,0
44640,Schannel,23,36874,2,0
44639,Schannel,23,36874,2,0
44638,Schannel,23,36874,2,0
44637,Schannel,23,36874,2,0
44636,Schannel,23,36874,2,0
44635,Schannel,23,36874,2,0
44634,Schannel,23,36874,2,0
44633,Schannel,23,36874,2,0
44632,Schannel,23,36874,2,0
44631,Schannel,23,36874,2,0
44630,Schannel,23,36874,2,0
44629,Schannel,23,36874,2,0
44628,Schannel,23,36874,2,0
44627,Schannel,23,36874,2,0
44626,Schannel,23,36874,2,0
44625,Schannel,23,36874,2,0
44624,Schannel,23,36874,2,0
44623,Schannel,23,36874,2,0
44622,Schannel,23,36874,2,0
44621,Schannel,23,36874,2,0
44620,Schannel,23,36874,2,0
44619,Schannel,23,36874,2,0
44618,Schannel,23,36874,2,0
44617,Schannel,23,36874,2,0
44616,Schannel,23,36874,2,0
44615,Schannel,23,36874,2,0
44614,Schannel,23,36874,2,0
44613,Schannel,23,36874,2,0
44612,Schannel,23,36874,2,0
44611,Schannel,23,36874,2,0
44610,Schannel,23,36874,2,0
44609,Schannel,23,36874,2,0
44608,Schannel,23,36874,2,0
44607,Schannel,23,36874,2,0
44606,Schannel,23,36874,2,0
44605,Schannel,23,36874,2,0
44604,Schannel,23,36874,2,0
44603,Schannel,23,36874,2,0
44602,Schannel,23,36874,2,0
44601,Schannel,23,36874,2,0
44600,Schannel,23,36874,2,0
44599,Schannel,23,36874,2,0
44598,Schannel,23,36874,2,0
44597,Schannel,23,36874,2,0
44596,Schannel,23,36874,2,0
44595,Schannel,23,36874,2,0
44594,Schannel,23,36874,2,0
44593,Schannel,23,36874,2,0
44592,Schannel,23,36874,2,0
44591,Schannel,23,36874,2,0
44590,Schannel,23,36874,2,0
44589,Schannel,23,36874,2,0
44588,Schannel,23,36874,2,0
44587,Schannel,23,36874,2,0
44586,Schannel,23,36874,2,0
44585,Schannel,23,36874,2,0
44584,Schannel,23,36874,2,0
44583,Schannel,23,36874,2,0
44582,Schannel,23,36874,2,0
44581,Schannel,23,36874,2,0
44580,Schannel,23,36874,2,0
44579,Schannel,23,36874,2,0
44578,Schannel,23,36874,2,0
44577,Schannel,23,36874,2,0
44576,Schannel,23,36874,2,0
44575,Schannel,23,36874,2,0
44574,Schannel,23,36874,2,0
44573,Schannel,23,36874,2,0
44572,Schannel,23,36874,2,0
44571,Schannel,23,36874,2,0
44570,Schannel,23,36874,2,0
44569,Schannel,23,36874,2,0
44568,Schannel,23,36874,2,0
44567,Schannel,23,36874,2,0
44566,Schannel,23,36874,2,0
44565,Schannel,23,36874,2,0
44564,Schannel,23,36874,2,0
44563,Schannel,23,36874,2,0
44562,Schannel,23,36874,2,0
44561,Schannel,23,36874,2,0
44560,Schannel,23,36874,2,0
44559,Schannel,23,36874,2,0
44558,Schannel,23,36874,2,0
44557,Schannel,23,36874,2,0
44556,Schannel,23,36874,2,0
44555,Schannel,23,36874,2,0
44554,Schannel,23,36874,2,0
44553,Schannel,23,36874,2,0
44552,Schannel,23,36874,2,0
44551,Schannel,23,36874,2,0
44550,Schannel,23,36874,2,0
44549,Schannel,23,36874,2,0
44548,Schannel,23,36874,2,0
44547,Schannel,23,36874,2,0
44546,Schannel,23,36874,2,0
44545,Schannel,23,36874,2,0
44544,Schannel,23,36874,2,0
44543,Schannel,23,36874,2,0
44542,Schannel,23,36874,2,0
44541,Schannel,23,36874,2,0
44540,Schannel,23,36874,2,0
44539,Schannel,23,36874,2,0
44538,Schannel,23,36874,2,0
44537,Schannel,23,36874,2,0
44536,Schannel,23,36874,2,0
44535,Schannel,23,36874,2,0
44534,Schannel,23,36874,2,0
44533,Schannel,23,36874,2,0
44532,Schannel,23,36874,2,0
44531,Schannel,23,36874,2,0
44530,Schannel,23,36874,2,0
44529,Schannel,23,36874,2,0
44528,Schannel,23,36874,2,0
44527,Schannel,23,36874,2,0
44526,Schannel,23,36874,2,0
44525,Schannel,23,36874,2,0
44524,Schannel,23,36874,2,0
44523,Schannel,23,36874,2,0
44522,Schannel,23,36874,2,0
44521,Schannel,23,36874,2,0
44520,Schannel,23,36874,2,0
44519,Schannel,23,36874,2,0
44518,Schannel,23,36874,2,0
44517,Schannel,23,36874,2,0
44516,Schannel,23,36874,2,0
44515,Schannel,23,36874,2,0
44514,Schannel,23,36874,2,0
44513,Schannel,23,36874,2,0
44512,Schannel,23,36874,2,0
44511,Schannel,23,36874,2,0
44510,Schannel,23,36874,2,0
44509,Schannel,23,36874,2,0
44508,Schannel,23,36874,2,0
44507,Schannel,23,36874,2,0
44506,Schannel,23,36874,2,0
44505,Schannel,23,36874,2,0
44504,Schannel,23,36874,2,0
44503,Schannel,23,36874,2,0
44502,Schannel,23,36874,2,0
44501,Schannel,23,36874,2,0
44500,Schannel,23,36874,2,0
44499,Schannel,23,36874,2,0
44498,Schannel,23,36874,2,0
44497,Schannel,23,36874,2,0
44496,Schannel,23,36874,2,0
44495,Schannel,23,36874,2,0
44494,Schannel,23,36874,2,0
44493,Schannel,23,36874,2,0
44492,Schannel,23,36874,2,0
44491,Schannel,23,36874,2,0
44490,Schannel,23,36874,2,0
44489,Schannel,23,36874,2,0
44488,Schannel,23,36874,2,0
44487,Schannel,23,36874,2,0
44486,Schannel,23,36874,2,0
44485,Schannel,23,36874,2,0
44484,Schannel,23,36874,2,0
44483,Schannel,23,36874,2,0
44482,Schannel,23,36874,2,0
44481,Schannel,23,36874,2,0
44480,Schannel,23,36874,2,0
44479,Schannel,23,36874,2,0
44478,Schannel,23,36874,2,0
44477,Schannel,23,36874,2,0
44476,Schannel,23,36874,2,0
44475,Schannel,23,36874,2,0
44474,Schannel,23,36874,2,0
44473,Schannel,23,36874,2,0
44472,Schannel,23,36874,2,0
44471,Schannel,23,36874,2,0
44470,Schannel,23,36874,2,0
44469,Schannel,23,36874,2,0
44468,Schannel,23,36874,2,0
44467,Schannel,23,36874,2,0
44466,Schannel,23,36874,2,0
44465,Schannel,23,36874,2,0
44464,Schannel,23,36874,2,0
44463,Schannel,23,36874,2,0
44462,Schannel,23,36874,2,0
44461,Schannel,23,36874,2,0
44460,Schannel,23,36874,2,0
44459,Schannel,23,36874,2,0
44458,Schannel,23,36874,2,0
44457,Schannel,23,36874,2,0
44456,Schannel,23,36874,2,0
44455,Schannel,23,36874,2,0
44454,Schannel,23,36874,2,0
44453,Schannel,23,36874,2,0
44452,Schannel,23,36874,2,0
44451,Schannel,23,36874,2,0
44450,Schannel,23,36874,2,0
44449,Schannel,23,36874,2,0
44448,Schannel,23,36874,2,0
44447,Schannel,23,36874,2,0
44446,Schannel,23,36874,2,0
