RecordNumber,SourceName,TaskCategory,EventCode,EventType
71,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
3763,"Microsoft-Windows-Eventlog","Event processing",1101,2
53,"Microsoft-Windows-Service Control Manager","The operation completed successfully.",7023,2
52,"Microsoft-Windows-Service Control Manager","The operation completed successfully.",7023,2
50,"Microsoft-Windows-Kernel-Processor-Power","The speed of processor %1 is being limited by system firmware. The processor has been in this reduced performance state for %2 seconds since the last report.",37,3
49,"Microsoft-Windows-Kernel-Processor-Power","The speed of processor %1 is being limited by system firmware. The processor has been in this reduced performance state for %2 seconds since the last report.",37,3
48,"Microsoft-Windows-Kernel-Processor-Power","The speed of processor %1 is being limited by system firmware. The processor has been in this reduced performance state for %2 seconds since the last report.",37,3
47,"Microsoft-Windows-Kernel-Processor-Power","The speed of processor %1 is being limited by system firmware. The processor has been in this reduced performance state for %2 seconds since the last report.",37,3
22,"Microsoft-Windows-Kernel-Processor-Power","The disk is full.",54,2
20,"Microsoft-Windows-Kernel-Processor-Power","The disk is full.",54,2
18,"Microsoft-Windows-Kernel-Processor-Power","The disk is full.",54,2
16,"Microsoft-Windows-Kernel-Processor-Power","The disk is full.",54,2
8138,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
8119,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
8118,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
8117,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
8097,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
7853,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
7834,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
7833,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
7832,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
7813,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
11099,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
11005,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
11002,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
10958,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
7059,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
10523,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
7041,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
10205,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
6124,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
5890,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
5886,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
5844,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
4934,"igfxCUIService2.0.0.0",None,0,4
4933,"igfxCUIService2.0.0.0",None,0,4
4927,"Windows Error Reporting","The operation completed successfully.",1001,4
4926,"Windows Error Reporting","The operation completed successfully.",1001,4
4925,"Application Error","Application Crashing Events",1000,2
4922,"Microsoft-Windows-RestartManager","The operation completed successfully.",10010,3
4921,"Microsoft-Windows-RestartManager","The operation completed successfully.",10010,3
4899,"Microsoft-Windows-Apps","Activation of app %1 failed with error: %2 See the Microsoft-Windows-TWinUI/Operational log for additional information.",5973,2
4898,"Windows Error Reporting","The operation completed successfully.",1001,4
4897,"Windows Error Reporting","The operation completed successfully.",1001,4
4896,"Windows Error Reporting","The operation completed successfully.",1001,4
4895,"Windows Error Reporting","The operation completed successfully.",1001,4
4894,"Windows Error Reporting","The operation completed successfully.",1001,4
4893,"Windows Error Reporting","The operation completed successfully.",1001,4
4880,"Microsoft-Windows-CAPI2","The operation completed successfully.",513,2
4879,"Windows Error Reporting","The operation completed successfully.",1001,4
4872,"Windows Error Reporting","The operation completed successfully.",1001,4
4829,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8198,2
4825,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8198,2
4820,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8233,3
4818,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8233,3
4814,"iPod Service",None,0,4
4813,"Microsoft-Windows-Search","Search service",1003,4
4794,"igfxCUIService2.0.0.0",None,0,4
4793,"igfxCUIService2.0.0.0",None,0,4
4791,"igfxCUIService2.0.0.0",None,0,4
4790,"igfxCUIService2.0.0.0",None,0,4
4787,NVNetworkService,None,0,4
4772,"igfxCUIService2.0.0.0",None,0,4
4771,"igfxCUIService2.0.0.0",None,0,4
4770,"Microsoft-Windows-Apps","Activation of app %1 failed with error: %2 See the Microsoft-Windows-TWinUI/Operational log for additional information.",5973,2
4768,"Application Hang","Hanging Events",1002,2
4767,"Windows Error Reporting","The operation completed successfully.",1001,4
4760,"Microsoft-Windows-Apps",None,2486,2
4751,"Windows Error Reporting","The operation completed successfully.",1001,4
4745,MsiInstaller,"The operation completed successfully.",1035,4
4741,MsiInstaller,"The operation completed successfully.",1035,4
4732,"Windows Error Reporting","The operation completed successfully.",1001,4
4729,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8198,2
4724,"Microsoft-Windows-Security-SPP","The operation completed successfully.",8233,3
4705,"igfxCUIService2.0.0.0",None,0,4
4704,"igfxCUIService2.0.0.0",None,0,4
4702,"igfxCUIService2.0.0.0",None,0,4
4701,"igfxCUIService2.0.0.0",None,0,4
4699,"Bonjour Service","The operation completed successfully.",100,2
4695,"igfxCUIService2.0.0.0",None,0,4
4694,"igfxCUIService2.0.0.0",None,0,4
4676,"Windows Error Reporting","The operation completed successfully.",1001,4
4675,"Windows Error Reporting","The operation completed successfully.",1001,4
4674,"Windows Error Reporting","The operation completed successfully.",1001,4
4673,"Windows Error Reporting","The operation completed successfully.",1001,4
4672,"Windows Error Reporting","The operation completed successfully.",1001,4
4671,"Windows Error Reporting","The operation completed successfully.",1001,4
4650,"Windows Error Reporting","The operation completed successfully.",1001,4
4649,"Windows Error Reporting","The operation completed successfully.",1001,4
4646,"Windows Error Reporting","The operation completed successfully.",1001,4
4645,"Windows Error Reporting","The operation completed successfully.",1001,4
4644,"Windows Error Reporting","The operation completed successfully.",1001,4
4643,ESENT,Performance,508,3
4635,"igfxCUIService2.0.0.0",None,0,4
4634,"igfxCUIService2.0.0.0",None,0,4
4632,"igfxCUIService2.0.0.0",None,0,4
4631,"igfxCUIService2.0.0.0",None,0,4
4626,"igfxCUIService2.0.0.0",None,0,4
4625,"igfxCUIService2.0.0.0",None,0,4
4620,"Windows Error Reporting","The operation completed successfully.",1001,4
4619,"Windows Error Reporting","The operation completed successfully.",1001,4
4618,"Windows Error Reporting","The operation completed successfully.",1001,4
4596,"igfxCUIService2.0.0.0",None,0,4
4595,"igfxCUIService2.0.0.0",None,0,4
4593,"igfxCUIService2.0.0.0",None,0,4
4592,"igfxCUIService2.0.0.0",None,0,4
4587,"igfxCUIService2.0.0.0",None,0,4
4586,"igfxCUIService2.0.0.0",None,0,4
4568,"Windows Error Reporting","The operation completed successfully.",1001,4
4567,"igfxCUIService2.0.0.0",None,0,4
4566,"igfxCUIService2.0.0.0",None,0,4
4564,"igfxCUIService2.0.0.0",None,0,4
4563,"igfxCUIService2.0.0.0",None,0,4
4558,"igfxCUIService2.0.0.0",None,0,4
4557,"igfxCUIService2.0.0.0",None,0,4
4516,"igfxCUIService2.0.0.0",None,0,4
4515,"igfxCUIService2.0.0.0",None,0,4
4513,"igfxCUIService2.0.0.0",None,0,4
4512,"igfxCUIService2.0.0.0",None,0,4
4508,"igfxCUIService2.0.0.0",None,0,4
4507,"igfxCUIService2.0.0.0",None,0,4
8900,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
4495,"igfxCUIService2.0.0.0",None,0,4
4494,"igfxCUIService2.0.0.0",None,0,4
4492,"igfxCUIService2.0.0.0",None,0,4
4491,"igfxCUIService2.0.0.0",None,0,4
4486,"igfxCUIService2.0.0.0",None,0,4
4485,"igfxCUIService2.0.0.0",None,0,4
4482,"Windows Error Reporting","The operation completed successfully.",1001,4
4481,"Application Error","Application Crashing Events",1000,2
4397,"iPod Service",None,0,4
4396,"Microsoft-Windows-Search","Search service",1003,4
4391,"igfxCUIService2.0.0.0",None,0,4
4390,"igfxCUIService2.0.0.0",None,0,4
4388,"igfxCUIService2.0.0.0",None,0,4
4387,"igfxCUIService2.0.0.0",None,0,4
4354,NVNetworkService,None,0,4
4338,"igfxCUIService2.0.0.0",None,0,4
4337,"igfxCUIService2.0.0.0",None,0,4
8781,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
8778,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
4329,"Windows Error Reporting","The operation completed successfully.",1001,4
4328,"Windows Error Reporting","The operation completed successfully.",1001,4
4327,"Windows Error Reporting","The operation completed successfully.",1001,4
4305,"Windows Error Reporting","The operation completed successfully.",1001,4
4304,"Application Error","Application Crashing Events",1000,2
4291,"Windows Error Reporting","The operation completed successfully.",1001,4
4290,"Application Error","Application Crashing Events",1000,2
4270,"Windows Error Reporting","The operation completed successfully.",1001,4
4269,"Application Error","Application Crashing Events",1000,2
8734,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
4262,"Windows Error Reporting","The operation completed successfully.",1001,4
4261,"Application Error","Application Crashing Events",1000,2
4249,"System-Restore","The operation completed successfully.",8303,3
4246,"Windows Error Reporting","The operation completed successfully.",1001,4
4233,"Microsoft-Windows-CAPI2","The operation completed successfully.",513,2
4227,"Microsoft-Windows-RestartManager","The operation completed successfully.",10010,3
4219,"Windows Error Reporting","The operation completed successfully.",1001,4
4217,"Application Error","Application Crashing Events",1000,2
4216,"Microsoft-Windows-CAPI2","The operation completed successfully.",513,2
4207,"Windows Error Reporting","The operation completed successfully.",1001,4
4206,"Application Error","Application Crashing Events",1000,2
4171,"Windows Error Reporting","The operation completed successfully.",1001,4
4170,"Windows Error Reporting","The operation completed successfully.",1001,4
4169,"Windows Error Reporting","The operation completed successfully.",1001,4
4168,"Windows Error Reporting","The operation completed successfully.",1001,4
4167,"Windows Error Reporting","The operation completed successfully.",1001,4
4166,"Windows Error Reporting","The operation completed successfully.",1001,4
4136,"igfxCUIService2.0.0.0",None,0,4
4135,"igfxCUIService2.0.0.0",None,0,4
4133,"igfxCUIService2.0.0.0",None,0,4
4132,"igfxCUIService2.0.0.0",None,0,4
4127,"igfxCUIService2.0.0.0",None,0,4
4126,"igfxCUIService2.0.0.0",None,0,4
4122,"iPod Service",None,0,4
4121,"Microsoft-Windows-Search","Search service",1003,4
4099,ESENT,"Logging/Recovery",472,3
4098,"igfxCUIService2.0.0.0",None,0,4
4097,"igfxCUIService2.0.0.0",None,0,4
4095,"igfxCUIService2.0.0.0",None,0,4
4094,"igfxCUIService2.0.0.0",None,0,4
4088,NVNetworkService,None,0,4
4082,"igfxCUIService2.0.0.0",None,0,4
4079,NVNetworkService,None,0,4
4074,"igfxCUIService2.0.0.0",None,0,4
4073,"igfxCUIService2.0.0.0",None,0,4
4071,"Windows Error Reporting","The operation completed successfully.",1001,4
4070,ESENT,Performance,508,3
4069,"Windows Error Reporting","The operation completed successfully.",1001,4
4047,"igfxCUIService2.0.0.0",None,0,4
4046,"igfxCUIService2.0.0.0",None,0,4
4044,"igfxCUIService2.0.0.0",None,0,4
4043,"igfxCUIService2.0.0.0",None,0,4
4039,"igfxCUIService2.0.0.0",None,0,4
4038,"igfxCUIService2.0.0.0",None,0,4
3987,"Windows Error Reporting","The operation completed successfully.",1001,4
3984,"iPod Service",None,0,4
3983,"Windows Error Reporting","The operation completed successfully.",1001,4
3982,"Microsoft-Windows-Search","Search service",1003,4
3964,"Application Error","Application Crashing Events",1000,2
3960,"igfxCUIService2.0.0.0",None,0,4
3959,"igfxCUIService2.0.0.0",None,0,4
3957,"igfxCUIService2.0.0.0",None,0,4
3956,"igfxCUIService2.0.0.0",None,0,4
3953,NVNetworkService,None,0,4
3943,"igfxCUIService2.0.0.0",None,0,4
3936,"igfxCUIService2.0.0.0",None,0,4
3935,"igfxCUIService2.0.0.0",None,0,4
3889,"Microsoft-Windows-CAPI2","The operation completed successfully.",513,2
3867,"Windows Error Reporting","The operation completed successfully.",1001,4
3853,"igfxCUIService2.0.0.0",None,0,4
3852,"igfxCUIService2.0.0.0",None,0,4
3850,"igfxCUIService2.0.0.0",None,0,4
3849,"igfxCUIService2.0.0.0",None,0,4
3844,"igfxCUIService2.0.0.0",None,0,4
3843,"igfxCUIService2.0.0.0",None,0,4
3791,"Windows Error Reporting","The operation completed successfully.",1001,4
8209,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
3757,"igfxCUIService2.0.0.0",None,0,4
3756,"igfxCUIService2.0.0.0",None,0,4
3754,"igfxCUIService2.0.0.0",None,0,4
3753,"igfxCUIService2.0.0.0",None,0,4
3748,"igfxCUIService2.0.0.0",None,0,4
3747,"igfxCUIService2.0.0.0",None,0,4
3721,"igfxCUIService2.0.0.0",None,0,4
3720,"igfxCUIService2.0.0.0",None,0,4
3718,"igfxCUIService2.0.0.0",None,0,4
3717,"igfxCUIService2.0.0.0",None,0,4
3712,"igfxCUIService2.0.0.0",None,0,4
3711,"igfxCUIService2.0.0.0",None,0,4
3679,"igfxCUIService2.0.0.0",None,0,4
3678,"igfxCUIService2.0.0.0",None,0,4
3676,"igfxCUIService2.0.0.0",None,0,4
3675,"igfxCUIService2.0.0.0",None,0,4
3670,"igfxCUIService2.0.0.0",None,0,4
3669,"igfxCUIService2.0.0.0",None,0,4
3624,"igfxCUIService2.0.0.0",None,0,4
3623,"igfxCUIService2.0.0.0",None,0,4
3621,"igfxCUIService2.0.0.0",None,0,4
3620,"igfxCUIService2.0.0.0",None,0,4
3615,"igfxCUIService2.0.0.0",None,0,4
3614,"igfxCUIService2.0.0.0",None,0,4
3594,"igfxCUIService2.0.0.0",None,0,4
3593,"igfxCUIService2.0.0.0",None,0,4
3591,"igfxCUIService2.0.0.0",None,0,4
3590,"igfxCUIService2.0.0.0",None,0,4
3586,"igfxCUIService2.0.0.0",None,0,4
3585,"igfxCUIService2.0.0.0",None,0,4
3584,"Microsoft-Windows-Apps","Activation of app %1 failed with error: %2 See the Microsoft-Windows-TWinUI/Operational log for additional information.",5973,2
4184,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
4182,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
4173,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
4172,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
3528,"igfxCUIService2.0.0.0",None,0,4
3527,"igfxCUIService2.0.0.0",None,0,4
3525,"igfxCUIService2.0.0.0",None,0,4
3524,"igfxCUIService2.0.0.0",None,0,4
3519,"igfxCUIService2.0.0.0",None,0,4
3518,"igfxCUIService2.0.0.0",None,0,4
3495,"igfxCUIService2.0.0.0",None,0,4
3494,"igfxCUIService2.0.0.0",None,0,4
3492,"igfxCUIService2.0.0.0",None,0,4
3491,"igfxCUIService2.0.0.0",None,0,4
3486,"igfxCUIService2.0.0.0",None,0,4
3485,"igfxCUIService2.0.0.0",None,0,4
3476,"Windows Error Reporting","The operation completed successfully.",1001,4
3475,"Windows Error Reporting","The operation completed successfully.",1001,4
3474,"Windows Error Reporting","The operation completed successfully.",1001,4
3473,"Windows Error Reporting","The operation completed successfully.",1001,4
3472,"Windows Error Reporting","The operation completed successfully.",1001,4
4076,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
4075,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
4074,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
4071,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
3454,"Windows Error Reporting","The operation completed successfully.",1001,4
3453,"Windows Error Reporting","The operation completed successfully.",1001,4
3452,"Windows Error Reporting","The operation completed successfully.",1001,4
3398,"iPod Service",None,0,4
3395,"Microsoft-Windows-Search","Search service",1003,4
3378,"igfxCUIService2.0.0.0",None,0,4
3377,"igfxCUIService2.0.0.0",None,0,4
3375,"igfxCUIService2.0.0.0",None,0,4
3374,"igfxCUIService2.0.0.0",None,0,4
3368,NVNetworkService,None,0,4
3358,"igfxCUIService2.0.0.0",None,0,4
3356,"Application Error","Application Crashing Events",1000,2
7770,"Microsoft Windows security auditing.","Audit Policy Change",4907,0
3351,"igfxCUIService2.0.0.0",None,0,4
3350,"igfxCUIService2.0.0.0",None,0,4
3349,"Application Hang","Hanging Events",1002,2
3348,"Microsoft-Windows-Apps","Activation of app %1 failed with error: %2 See the Microsoft-Windows-TWinUI/Operational log for additional information.",5973,2
3347,"Microsoft-Windows-EventSystem","Firing Agent",4627,3
3346,"Microsoft-Windows-EventSystem","Firing Agent",4627,3
3345,"Windows Error Reporting","The operation completed successfully.",1001,4
3344,"Application Error","Application Crashing Events",1000,2
3334,"igfxCUIService2.0.0.0",None,0,4
3333,"igfxCUIService2.0.0.0",None,0,4
3331,"igfxCUIService2.0.0.0",None,0,4
3330,"igfxCUIService2.0.0.0",None,0,4
3326,"igfxCUIService2.0.0.0",None,0,4
3325,"igfxCUIService2.0.0.0",None,0,4
3316,"Windows Error Reporting","The operation completed successfully.",1001,4
3315,"Windows Error Reporting","The operation completed successfully.",1001,4
3314,"Windows Error Reporting","The operation completed successfully.",1001,4
3298,"igfxCUIService2.0.0.0",None,0,4
3297,"igfxCUIService2.0.0.0",None,0,4
3295,"igfxCUIService2.0.0.0",None,0,4
3294,"igfxCUIService2.0.0.0",None,0,4
3290,"igfxCUIService2.0.0.0",None,0,4
3289,"igfxCUIService2.0.0.0",None,0,4
3277,"Windows Error Reporting","The operation completed successfully.",1001,4
3276,"Windows Error Reporting","The operation completed successfully.",1001,4
3275,"Application Error","Application Crashing Events",1000,2
3210,"iPod Service",None,0,4
3200,"Microsoft-Windows-Search","Search service",1003,4
3181,"igfxCUIService2.0.0.0",None,0,4
3180,"igfxCUIService2.0.0.0",None,0,4
3178,"igfxCUIService2.0.0.0",None,0,4
3177,"igfxCUIService2.0.0.0",None,0,4
3174,NVNetworkService,None,0,4
3165,"igfxCUIService2.0.0.0",None,0,4
3160,NVNetworkService,None,0,4
3158,NVNetworkService,None,0,4
3153,"Microsoft-Windows-Winlogon","The operation completed successfully.",6001,3
3098,"Microsoft-Windows-RestartManager","The operation completed successfully.",10010,3
3097,"Microsoft-Windows-RestartManager","The operation completed successfully.",10010,3
3090,"Microsoft-Windows-CAPI2","The operation completed successfully.",513,2
3066,"igfxCUIService2.0.0.0",None,0,4
3065,"igfxCUIService2.0.0.0",None,0,4
3063,"igfxCUIService2.0.0.0",None,0,4
3062,"igfxCUIService2.0.0.0",None,0,4
3057,"igfxCUIService2.0.0.0",None,0,4
3056,"igfxCUIService2.0.0.0",None,0,4
3038,"igfxCUIService2.0.0.0",None,0,4
3037,"igfxCUIService2.0.0.0",None,0,4
3035,"igfxCUIService2.0.0.0",None,0,4
3034,"igfxCUIService2.0.0.0",None,0,4
3029,"igfxCUIService2.0.0.0",None,0,4
3028,"igfxCUIService2.0.0.0",None,0,4
3002,"igfxCUIService2.0.0.0",None,0,4
3001,"igfxCUIService2.0.0.0",None,0,4
2999,"igfxCUIService2.0.0.0",None,0,4
2998,"igfxCUIService2.0.0.0",None,0,4
2993,"igfxCUIService2.0.0.0",None,0,4
2992,"igfxCUIService2.0.0.0",None,0,4
2972,"Windows Error Reporting","The operation completed successfully.",1001,4
2958,"igfxCUIService2.0.0.0",None,0,4
2957,"igfxCUIService2.0.0.0",None,0,4
2955,"igfxCUIService2.0.0.0",None,0,4
2954,"igfxCUIService2.0.0.0",None,0,4
2952,"Windows Error Reporting","The operation completed successfully.",1001,4
2949,"igfxCUIService2.0.0.0",None,0,4
2948,"igfxCUIService2.0.0.0",None,0,4
2947,"Microsoft-Windows-Apps","Activation of app %1 failed with error: %2 See the Microsoft-Windows-TWinUI/Operational log for additional information.",5973,2
2946,"Microsoft-Windows-Apps","Activation of app %1 failed with error: %2 See the Microsoft-Windows-TWinUI/Operational log for additional information.",5973,2
2943,"Windows Error Reporting","The operation completed successfully.",1001,4
2942,"Application Error","Application Crashing Events",1000,2
2828,"igfxCUIService2.0.0.0",None,0,4
2827,"igfxCUIService2.0.0.0",None,0,4
2825,"igfxCUIService2.0.0.0",None,0,4
2824,"igfxCUIService2.0.0.0",None,0,4
2819,"igfxCUIService2.0.0.0",None,0,4
2818,"igfxCUIService2.0.0.0",None,0,4
2800,"igfxCUIService2.0.0.0",None,0,4
2799,"igfxCUIService2.0.0.0",None,0,4
2797,"igfxCUIService2.0.0.0",None,0,4
2796,"igfxCUIService2.0.0.0",None,0,4
2792,"igfxCUIService2.0.0.0",None,0,4
2791,"igfxCUIService2.0.0.0",None,0,4
2747,"igfxCUIService2.0.0.0",None,0,4
2746,"igfxCUIService2.0.0.0",None,0,4
2744,"igfxCUIService2.0.0.0",None,0,4
2743,"igfxCUIService2.0.0.0",None,0,4
2738,"igfxCUIService2.0.0.0",None,0,4
2737,"igfxCUIService2.0.0.0",None,0,4
2721,"Microsoft-Windows-CAPI2","The operation completed successfully.",513,2
2706,"igfxCUIService2.0.0.0",None,0,4
2705,"igfxCUIService2.0.0.0",None,0,4
2703,"igfxCUIService2.0.0.0",None,0,4
2702,"igfxCUIService2.0.0.0",None,0,4
2697,"igfxCUIService2.0.0.0",None,0,4
2696,"igfxCUIService2.0.0.0",None,0,4
2664,"igfxCUIService2.0.0.0",None,0,4
2663,"igfxCUIService2.0.0.0",None,0,4
2661,"igfxCUIService2.0.0.0",None,0,4
2660,"igfxCUIService2.0.0.0",None,0,4
2655,"igfxCUIService2.0.0.0",None,0,4
2654,"igfxCUIService2.0.0.0",None,0,4
2625,"igfxCUIService2.0.0.0",None,0,4
2624,"igfxCUIService2.0.0.0",None,0,4
2622,"igfxCUIService2.0.0.0",None,0,4
2621,"igfxCUIService2.0.0.0",None,0,4
2616,"igfxCUIService2.0.0.0",None,0,4
2615,"igfxCUIService2.0.0.0",None,0,4
2573,"igfxCUIService2.0.0.0",None,0,4
2572,"igfxCUIService2.0.0.0",None,0,4
2570,"igfxCUIService2.0.0.0",None,0,4
2569,"igfxCUIService2.0.0.0",None,0,4
2565,"igfxCUIService2.0.0.0",None,0,4
2564,"igfxCUIService2.0.0.0",None,0,4
19896,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
19629,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
19447,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
19428,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
19427,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
19426,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
19407,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
18757,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
18714,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
18545,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
18526,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
18525,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
18524,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
18505,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
17823,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
17679,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
17658,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
16337,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
15752,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
14767,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
14122,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
13816,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
13320,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
13301,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
13300,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
13299,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
13280,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
13210,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
13069,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
11232,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
11202,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33670,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33669,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33668,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33665,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33663,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33662,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33646,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33639,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33603,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33602,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33601,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33600,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33596,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33594,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33593,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33578,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
33575,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33567,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
33539,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33499,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33495,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33494,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33484,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33458,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33410,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33409,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33408,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33403,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
33395,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33351,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
33331,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
